Player,Age,Position,CM,KG,Start,Sub,Game,Mins,Goals,Assists,G+A,Yel,Red,Yel+Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season,Nationality,Country
C.Clerc,31,Defender,182,72,31,1,32,2647,0,1,1,5,0,5,0.3,77.8,0.6,0,6.63,Elche,2022/2023,ESP,Spain
C.Cueva,22,Forward,169,69,0,1,1,27,0,0,0,0,0,0,0,77.8,0,0,6.14,Rayo Vallecano,2013/2014,PER,Peru
C.de la Hoz,30,Defender,179,74,18,7,25,1672,1,0,1,6,0,6,0.3,79,1,1,6.4,Almeria,2022/2023,ESP,Spain
C.Diaz,31,Defender,182,74,35,0,35,3101,1,1,2,14,1,15,0.5,79.1,0.6,0,7,Getafe,2010/2011,ARG,Argentina
C.Diaz,32,Defender,182,74,36,0,36,3240,0,0,0,10,0,10,0.3,75,0.7,1,7.07,Getafe,2011/2012,ARG,Argentina
C.Diaz,33,Defender,182,74,7,2,9,720,0,0,0,2,0,2,0.2,81.9,1.1,0,6.8,Atletico Madrid,2012/2013,ARG,Argentina
C.Diogo,27,Defender,186,79,33,0,33,2952,0,0,0,13,0,13,0.6,71.5,1.4,0,6.8,Real Zaragoza,2010/2011,URY,Uruguay
C.Dominguez,20,Defender,187,81,4,0,4,360,0,0,0,2,0,2,0.3,80.3,2.8,0,6.82,Celta Vigo,2020/2021,ESP,Spain
C.Dominguez,21,Defender,187,81,3,5,8,341,0,0,0,1,0,1,0.1,79.4,1.3,0,6.46,Celta Vigo,2021/2022,ESP,Spain
C.Dominguez,22,Defender,187,81,1,2,3,107,0,0,0,0,0,0,0.3,82.4,0.3,0,6.32,Celta Vigo,2022/2023,ESP,Spain
C.Dominguez,29,Forward,176,69,3,6,9,326,0,1,1,1,0,1,0.6,75.3,0.1,0,6.36,Valencia,2010/2011,ESP,Spain
C.Dominguez,31,Forward,176,69,32,1,33,2723,5,5,10,12,0,12,1.8,76.6,0.1,1,6.62,Rayo Vallecano,2012/2013,ESP,Spain
C.Dorado,29,Defender,180,70,32,1,33,2892,1,0,1,5,1,6,0.3,80.7,0.6,1,6.96,Real Betis,2011/2012,ESP,Spain
C.Dorado,30,Defender,180,70,5,2,7,496,0,0,0,1,0,1,0.1,68.8,1,0,6.67,Real Betis,2012/2013,ESP,Spain
C.Dorado,31,Defender,180,70,17,1,18,1492,0,1,1,2,0,2,0,83.8,0.6,0,6.59,Villarreal,2013/2014,ESP,Spain
C.Dorado,32,Defender,180,70,13,2,15,1151,0,0,0,3,0,3,0.1,80.5,1,0,6.65,Villarreal,2014/2015,ESP,Spain
C.Dorado,33,Defender,180,70,4,6,10,469,0,0,0,2,0,2,0.1,79.5,0.3,0,6.13,Rayo Vallecano,2015/2016,ESP,Spain
C.Dorado,36,Defender,180,70,1,0,1,90,0,0,0,0,0,0,0,90.4,3,0,6.33,Rayo Vallecano,2018/2019,ESP,Spain
C.Doukoure,25,Defender,180,82,12,7,19,1021,1,0,1,4,0,4,1,82.8,0.8,0,6.24,Levante,2017/2018,CIV,Ivory Coast
C.Doukoure,26,Defender,180,82,3,6,9,315,0,0,0,1,0,1,0.1,74.3,0.4,0,6.04,Levante,2018/2019,CIV,Ivory Coast
C.Doukoure,28,Defender,180,82,0,7,7,96,0,0,0,1,0,1,0,83.7,0,0,6.13,Levante,2020/2021,CIV,Ivory Coast
C.Espinoza,21,Forward,175,73,1,5,6,159,0,0,0,1,0,1,0.3,68.8,0.2,0,6.11,Deportivo Alaves,2016/2017,ARG,Argentina
C.Fabregas,24,Midfielder,180,77,23,5,28,1947,9,8,17,6,0,6,1.6,86.9,0.1,2,7.44,Barcelona,2011/2012,ESP,Spain
C.Fabregas,25,Midfielder,180,77,30,2,32,2325,11,11,22,7,0,7,1.6,88.6,0.5,2,7.45,Barcelona,2012/2013,ESP,Spain
C.Fabregas,26,Midfielder,180,77,28,7,35,2446,8,12,20,4,0,4,1.4,87,0.5,1,7.32,Barcelona,2013/2014,ESP,Spain
C.Fernandez,17,Forward,185,72,2,2,4,207,0,0,0,0,0,0,0.8,68.8,1.5,0,6.44,Sevilla,2013/2014,ESP,Spain
C.Fernandez,18,Forward,185,72,0,1,1,7,0,0,0,0,0,0,0,75,0,0,6.02,Sevilla,2014/2015,ESP,Spain
C.Fernandez,19,Forward,185,72,0,1,1,27,0,0,0,0,0,0,0,88.9,1,0,5.99,Sevilla,2015/2016,ESP,Spain
C.Fernandez,20,Forward,185,72,1,2,3,88,1,0,1,0,0,0,1,60,0.3,0,6.35,Sevilla,2016/2017,ESP,Spain
C.Fernandez,21,Forward,185,72,2,0,2,139,1,0,1,0,0,0,2.5,77.8,1,0,6.77,Sevilla,2017/2018,ESP,Spain
C.Fernandez,23,Forward,185,72,21,13,34,2195,10,3,13,8,0,8,1.4,59.7,3.1,4,6.84,Granada,2019/2020,ESP,Spain
C.Fernandez,24,Forward,185,72,2,3,5,142,0,0,0,0,0,0,0.4,73.7,1.2,0,6.31,Sevilla,2020/2021,ESP,Spain
C.Fernandez,24,Forward,185,72,4,7,11,389,1,2,3,5,0,5,0.6,66.7,1.4,0,6.32,Real Sociedad,2020/2021,ESP,Spain
C.Fernandez,26,Forward,185,72,8,16,24,626,1,0,1,6,0,6,0.9,65.3,1,0,6.25,Real Sociedad,2022/2023,ESP,Spain
C.Flores,25,Defender,187,82,33,0,33,2916,0,2,2,14,0,14,0.2,71,1.9,1,7.3,Mallorca,2011/2012,ESP,Spain
C.Ganea,26,Defender,176,72,1,0,1,50,0,0,0,0,0,0,0,100,0,0,6,Athletic Bilbao,2018/2019,ROU,Romania
C.Garcia,19,Midfielder,181,0,0,1,1,1,0,0,0,0,0,0,0,75,0,0,6,Real Betis,2012/2013,ESP,Spain
C.Garcia,21,Midfielder,181,0,0,1,1,6,0,0,0,0,0,0,0,100,0,0,6.05,Villarreal,2021/2022,ESP,Spain
C.Garcia,22,Defender,188,75,0,1,1,24,0,1,1,0,0,0,0,83.3,1,0,6.71,Cadiz,2022/2023,ESP,Spain
C.Garcia,26,Defender,184,82,33,0,33,2949,1,0,1,9,1,10,0.3,80.9,1.8,0,6.79,Almeria,2010/2011,ESP,Spain
C.Gil,21,Forward,171,65,29,3,32,2524,1,3,4,2,0,2,1,84.7,0.3,0,6.69,Elche,2013/2014,ESP,Spain
C.Gil,22,Forward,171,65,2,6,8,267,1,1,2,0,0,0,0.4,90.7,0.3,0,6.56,Valencia,2014/2015,ESP,Spain
C.Gil,24,Forward,171,65,16,7,23,1412,1,4,5,7,0,7,0.7,85.3,0,0,6.54,Deportivo La Coruna,2016/2017,ESP,Spain
C.Gil,25,Forward,171,65,6,4,10,478,0,1,1,0,0,0,1,87.3,0,0,6.34,Deportivo La Coruna,2017/2018,ESP,Spain
C.Gomez,22,Midfielder,181,75,10,9,19,906,1,0,1,5,0,5,0.2,87,0.2,0,6.36,Espanyol,2011/2012,ESP,Spain
C.Gomez,23,Midfielder,181,75,8,8,16,727,0,1,1,3,0,3,0.3,86.1,0.4,0,6.23,Espanyol,2012/2013,ESP,Spain
C.Gonzalez,21,Forward,179,69,0,1,1,45,0,0,0,0,0,0,1,100,0,0,6.16,Real Madrid,2018/2019,ESP,Spain
C.Grenier,31,Midfielder,186,72,0,5,5,57,1,0,1,1,0,1,0.2,74.4,0.2,0,6.23,Mallorca,2021/2022,FRA,France
C.Grenier,32,Midfielder,186,72,6,15,21,714,0,0,0,7,0,7,0.1,78.1,0.1,0,6.21,Mallorca,2022/2023,FRA,France
C.Hernandez,19,Forward,175,73,25,9,34,2155,4,3,7,6,0,6,2.4,70,1.7,0,6.66,Huesca,2018/2019,COL,Colombia
C.Hernandez,20,Forward,175,73,17,5,22,1494,5,1,6,3,1,4,2,68.2,2.6,2,6.86,Mallorca,2019/2020,COL,Colombia
C.Hernandez,21,Forward,175,73,18,5,23,1475,2,3,5,5,0,5,1.2,69.7,2,2,6.6,Getafe,2020/2021,COL,Colombia
C.Herrera,23,Forward,181,76,12,9,21,1084,3,1,4,2,0,2,1,72.4,1.3,0,6.41,Elche,2013/2014,ESP,Spain
C.Herrera,24,Forward,181,76,7,19,26,856,1,0,1,1,0,1,0.6,78.5,0.4,0,6.21,Elche,2014/2015,ESP,Spain
C.Ianson,20,Defender,181,71,2,0,2,180,0,0,0,0,0,0,0,66.7,1.5,0,6.64,Elche,2013/2014,ENG,England
C.Immobile,26,Forward,185,78,4,4,8,332,2,0,2,2,0,2,1.8,63.5,0.5,0,6.37,Sevilla,2015/2016,ITA,Italy
C.Isaac,19,Defender,184,74,1,0,1,64,0,0,0,1,0,1,1,87.5,2,0,6.81,Atletico Madrid,2017/2018,ESP,Spain
C.Isaac,20,Defender,184,74,1,0,1,90,0,0,0,0,0,0,1,85.4,1,0,7.35,Atletico Madrid,2018/2019,ESP,Spain
C.Kameni,27,Goalkeeper,186,86,33,0,33,2970,0,0,0,4,0,4,0,65.2,0.2,3,7.18,Espanyol,2010/2011,CMR,Cameroon
C.Kameni,28,Goalkeeper,186,86,8,1,9,767,0,0,0,0,1,1,0,60.6,0.1,0,6.29,Malaga,2011/2012,CMR,Cameroon
C.Kameni,29,Goalkeeper,186,86,2,1,3,228,0,0,0,0,0,0,0,59.1,0,0,6.29,Malaga,2012/2013,CMR,Cameroon
C.Kameni,31,Goalkeeper,186,86,38,0,38,3420,0,0,0,3,0,3,0,56.6,0.3,2,6.62,Malaga,2014/2015,CMR,Cameroon
C.Kameni,32,Goalkeeper,186,86,28,0,28,2467,0,1,1,2,0,2,0,60.2,0.3,2,6.82,Malaga,2015/2016,CMR,Cameroon
C.Kameni,33,Goalkeeper,186,86,35,0,35,3150,0,0,0,2,0,2,0,55.3,0.2,1,6.61,Malaga,2016/2017,CMR,Cameroon
C.Larin,27,Forward,188,90,16,3,19,1471,8,3,11,4,0,4,2.7,70.1,2.3,0,6.71,Real Valladolid,2022/2023,CAN,Canada
C.Ledesma,28,Goalkeeper,187,70,32,0,32,2880,0,0,0,0,0,0,0,44.9,0.3,4,6.46,Cadiz,2020/2021,ARG,Argentina
C.Ledesma,29,Goalkeeper,187,70,38,0,38,3420,0,0,0,4,0,4,0,47.4,0.4,3,6.8,Cadiz,2021/2022,ARG,Argentina
C.Ledesma,30,Goalkeeper,187,70,34,0,34,3060,0,0,0,2,0,2,0,46.8,0.3,5,7.03,Cadiz,2022/2023,ARG,Argentina
C.Lell,28,Defender,180,80,20,1,21,1774,2,0,2,2,1,3,0.4,71.5,0.5,0,6.55,Levante,2012/2013,GER,Germany
C.Lell,29,Defender,180,80,5,0,5,363,0,0,0,1,0,1,0.2,84.4,1.4,0,6.53,Levante,2013/2014,GER,Germany
C.Lenglet,21,Defender,186,81,15,2,17,1359,0,0,0,2,0,2,0.1,82.5,1.4,0,6.8,Sevilla,2016/2017,FRA,France
C.Lenglet,22,Defender,186,81,33,2,35,3002,3,1,4,9,0,9,0.4,83.9,2,3,6.87,Sevilla,2017/2018,FRA,France
C.Lenglet,23,Defender,186,81,22,1,23,1935,1,0,1,8,1,9,0.3,89.4,1.9,1,6.88,Barcelona,2018/2019,FRA,France
C.Lenglet,24,Defender,186,81,28,0,28,2428,2,1,3,7,2,9,0.4,92.3,2.3,0,6.9,Barcelona,2019/2020,FRA,France
C.Lenglet,25,Defender,186,81,29,4,33,2478,1,0,1,7,2,9,0.3,92.1,1.8,0,6.59,Barcelona,2020/2021,FRA,France
C.Lenglet,26,Defender,186,81,7,14,21,818,0,1,1,4,0,4,0.1,91,0.8,0,6.3,Barcelona,2021/2022,FRA,France
C.Lobato,25,Midfielder,180,73,1,11,12,314,0,0,0,0,0,0,0.5,81.1,0.3,0,6.25,Osasuna,2013/2014,ESP,Spain
C.M.Rodriguez,33,Defender,175,74,14,1,15,1247,0,0,0,1,0,1,0.2,62.7,0.3,0,6.8,Deportivo La Coruna,2010/2011,PAR,Paraguay
C.Marchena,31,Defender,183,79,27,1,28,2350,1,0,1,9,1,10,0.2,85.9,0.5,0,7.08,Villarreal,2010/2011,ESP,Spain
C.Marchena,32,Defender,183,79,9,8,17,771,0,1,1,6,1,7,0.3,83.4,0.2,0,6.57,Villarreal,2011/2012,ESP,Spain
C.Marchena,33,Defender,183,79,22,0,22,1855,2,0,2,7,1,8,0.5,80.5,0.5,1,6.84,Deportivo La Coruna,2012/2013,ESP,Spain
C.Marica,28,Forward,185,80,20,7,27,1798,6,1,7,5,1,6,1.6,66.7,2.5,2,6.63,Getafe,2013/2014,ROU,Romania
C.Marquez,26,Midfielder,180,77,1,1,2,66,0,0,0,0,0,0,0,70,0,0,6.07,Villarreal,2010/2011,ESP,Spain
C.Martin,19,Forward,0,0,0,1,1,5,0,0,0,1,0,1,0,50,1,0,6.3,Atletico Madrid,2021/2022,ESP,Spain
C.Martin,20,Forward,0,0,0,4,4,25,0,0,0,1,0,1,0.3,66.7,0,0,6.09,Atletico Madrid,2022/2023,ESP,Spain
C.Martinez,24,Defender,189,79,25,0,25,2206,0,1,1,1,0,1,0.4,66,1.3,1,7.01,Real Sociedad,2010/2011,ESP,Spain
C.Martinez,25,Defender,189,79,19,2,21,1687,0,2,2,2,1,3,0.2,68.1,0.8,1,7.28,Real Sociedad,2011/2012,ESP,Spain
C.Martinez,26,Defender,189,79,29,0,29,2589,1,4,5,4,0,4,0.3,76.4,1.9,6,7.59,Real Sociedad,2012/2013,ESP,Spain
C.Martinez,27,Defender,189,79,24,0,24,2116,0,0,0,2,0,2,0.1,73.6,1.8,0,6.92,Real Sociedad,2013/2014,ESP,Spain
C.Martinez,28,Defender,189,79,13,2,15,1177,0,2,2,0,0,0,0.5,69,2.1,0,6.91,Real Sociedad,2014/2015,ESP,Spain
C.Martinez,29,Defender,189,79,6,4,10,536,0,2,2,2,0,2,0.3,78.8,1.3,1,6.92,Real Sociedad,2015/2016,ESP,Spain
C.Martinez,30,Defender,189,79,10,0,10,870,0,2,2,2,0,2,0.1,75.8,2,0,7.2,Real Sociedad,2016/2017,ESP,Spain
C.Martinez,31,Defender,189,79,0,1,1,2,0,0,0,0,0,0,0,50,1,0,6.08,Real Sociedad,2017/2018,ESP,Spain
C.Martins,29,Forward,172,68,25,4,29,2025,3,6,9,5,1,6,1.9,79.3,0.2,1,7,Granada,2011/2012,PRT,Portugal
C.Medjani,30,Defender,184,78,14,0,14,1260,1,0,1,1,0,1,0.4,76.2,1.5,0,6.66,Levante,2015/2016,ALG,Algeria
C.Medjani,31,Defender,184,78,7,1,8,595,0,0,0,2,0,2,0.4,74.3,2.8,0,6.3,Leganes,2016/2017,ALG,Algeria
C.Montes,26,Defender,191,77,18,2,20,1589,3,0,3,7,0,7,0.7,78.2,3.4,1,6.6,Espanyol,2022/2023,MEX,Mexico
C.Mosquera,17,Defender,188,78,3,3,6,211,0,0,0,1,0,1,0.2,85.5,0.2,0,5.91,Valencia,2021/2022,COL,Colombia
C.Mosquera,18,Defender,188,78,1,2,3,143,0,0,0,0,0,0,0.7,84.8,1,0,6.22,Valencia,2022/2023,COL,Colombia
C.Musonda,19,Forward,173,66,13,3,16,1228,1,1,2,2,0,2,0.9,78.4,0.1,0,7.09,Real Betis,2015/2016,BEL,Belgium
C.Musonda,20,Forward,173,66,1,7,8,278,0,1,1,2,0,2,0.8,78.3,0,0,6.49,Real Betis,2016/2017,BEL,Belgium
C.Neva,23,Defender,174,64,25,1,26,2211,0,1,1,2,0,2,0.3,70.4,0.9,0,6.46,Granada,2019/2020,ESP,Spain
C.Neva,24,Defender,174,64,21,1,22,1800,0,0,0,1,0,1,0.4,68.1,0.7,0,6.4,Granada,2020/2021,ESP,Spain
C.Neva,25,Defender,174,64,24,2,26,2115,0,0,0,1,0,1,0.2,72.2,0.8,0,6.48,Granada,2021/2022,ESP,Spain
C.Oliva,24,Defender,178,77,1,8,9,193,0,2,2,0,0,0,0.2,82.4,0.1,0,6.25,Valencia,2020/2021,URY,Uruguay
C.Ozkacar,22,Defender,190,87,14,3,17,1364,0,0,0,1,0,1,0.6,84.3,2.9,0,6.62,Valencia,2022/2023,TUR,Turkey
C.Pantilimon,31,Goalkeeper,203,90,6,0,6,540,0,0,0,0,0,0,0,58.9,0,0,6.6,Deportivo La Coruna,2017/2018,ROU,Romania
C.Pena,29,Defender,181,80,11,6,17,1056,0,1,1,3,0,3,0.4,75.5,1.1,0,6.82,Real Valladolid,2012/2013,ESP,Spain
C.Pena,30,Defender,181,80,37,0,37,3327,1,4,5,5,0,5,0.4,69.7,2.1,1,7.09,Real Valladolid,2013/2014,ESP,Spain
C.Perez,21,Forward,173,75,0,1,1,17,0,0,0,0,0,0,1,85.7,0,0,6.1,Barcelona,2018/2019,ESP,Spain
C.Perez,22,Forward,173,75,5,5,10,474,1,2,3,0,0,0,1.4,83.5,0.1,0,6.58,Barcelona,2019/2020,ESP,Spain
C.Perez,25,Forward,173,75,23,12,35,2150,3,5,8,4,0,4,1.5,86.1,0.2,2,6.6,Celta Vigo,2022/2023,ESP,Spain
C.Piccini,23,Defender,189,79,16,0,16,1421,0,0,0,4,0,4,0.9,78.4,1.8,0,7.04,Real Betis,2015/2016,ITA,Italy
C.Piccini,24,Defender,189,79,21,2,23,1742,2,3,5,5,2,7,0.7,73.1,1,0,6.65,Real Betis,2016/2017,ITA,Italy
C.Piccini,26,Defender,189,79,21,2,23,1868,1,0,1,3,0,3,0.5,78.5,1.1,1,6.83,Valencia,2018/2019,ITA,Italy
C.Piccini,27,Defender,189,79,1,1,2,75,0,0,0,0,0,0,0.5,73.9,0,0,6.38,Valencia,2019/2020,ITA,Italy
C.Piccini,28,Defender,189,79,0,3,3,65,0,0,0,0,0,0,0.3,87,0.3,0,6.08,Valencia,2020/2021,ITA,Italy
C.Piccini,29,Defender,189,79,3,3,6,322,1,0,1,1,0,1,0.5,65.7,0.3,1,6.77,Valencia,2021/2022,ITA,Italy
C.Planas,24,Defender,173,76,10,1,11,816,0,1,1,3,1,4,0.4,77.3,1.2,0,6.62,Celta Vigo,2014/2015,ESP,Spain
C.Planas,25,Defender,173,76,18,8,26,1680,0,2,2,4,0,4,0.1,77.2,1.2,0,6.62,Celta Vigo,2015/2016,ESP,Spain
C.Planas,26,Defender,173,76,11,1,12,948,0,0,0,3,0,3,0.2,78.3,1.2,1,6.93,Celta Vigo,2016/2017,ESP,Spain
C.Planas,27,Defender,173,76,2,3,5,190,0,1,1,0,0,0,0.2,71.1,0.6,0,6.48,Girona,2017/2018,ESP,Spain
C.Planas,28,Defender,173,76,4,3,7,418,0,1,1,3,0,3,0.1,71.2,0.9,0,6.53,Girona,2018/2019,ESP,Spain
C.Portilla,22,Midfielder,180,75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,Sporting Gijon,2010/2011,ESP,Spain
C.Puyol,32,Defender,178,80,17,0,17,1386,1,0,1,3,0,3,0.3,90.6,1.4,0,7.19,Barcelona,2010/2011,ESP,Spain
C.Puyol,33,Defender,178,80,23,3,26,1920,3,0,3,3,0,3,0.4,90.7,0.8,0,6.95,Barcelona,2011/2012,ESP,Spain
C.Puyol,34,Defender,178,80,12,1,13,971,1,0,1,3,0,3,0.2,93.7,1.9,0,6.92,Barcelona,2012/2013,ESP,Spain
C.Puyol,35,Defender,178,80,5,0,5,429,1,0,1,0,0,0,0.2,92.3,2.6,0,7.46,Barcelona,2013/2014,ESP,Spain
C.R.Pulhac,26,Defender,176,65,9,0,9,765,0,0,0,3,1,4,0.2,73.2,0.7,0,6.58,Hercules,2010/2011,ROU,Romania
C.Ramos,22,Forward,193,80,1,0,1,64,0,0,0,0,0,0,0,30,9,0,6.56,Real Valladolid,2018/2019,ESP,Spain
C.Ramos,26,Forward,193,80,7,8,15,707,1,0,1,2,0,2,2.1,55.4,4.3,0,6.64,Cadiz,2022/2023,ESP,Spain
C.Riad,19,Defender,186,78,0,1,1,1,0,0,0,0,0,0,0,100,0,0,6,Barcelona,2022/2023,MAR,Morocco
C.Rivera,19,Midfielder,191,87,6,11,17,712,0,0,0,3,0,3,0.4,76.5,0.6,0,6.34,Eibar,2016/2017,ESP,Spain
C.Rivera,20,Midfielder,191,87,2,5,7,241,0,0,0,0,0,0,0.1,84.8,0.1,0,6.27,Eibar,2017/2018,ESP,Spain
C.Rivera,21,Midfielder,191,87,19,3,22,1694,2,0,2,2,0,2,0.6,79.5,1.1,1,6.74,Huesca,2018/2019,ESP,Spain
C.Rivera,22,Midfielder,191,87,3,2,5,309,0,0,0,3,0,3,0.2,83.3,1.2,0,6.33,Leganes,2019/2020,ESP,Spain
C.Rodriguez,26,Defender,189,80,23,2,25,2017,1,1,2,8,1,9,0.3,77.4,1.2,0,6.5,Levante,2017/2018,URY,Uruguay
C.Rodriguez,27,Forward,177,92,12,21,33,1329,1,1,2,2,0,2,1.2,78.1,0.7,0,6.6,Atletico Madrid,2012/2013,URY,Uruguay
C.Rodriguez,27,Defender,189,80,13,6,19,1254,2,0,2,7,0,7,0.3,73.9,1.7,0,6.64,Levante,2018/2019,URY,Uruguay
C.Rodriguez,28,Forward,177,92,2,18,20,326,1,1,2,2,0,2,0.4,80.9,0.5,0,6.36,Atletico Madrid,2013/2014,URY,Uruguay
C.Rodriguez,28,Defender,189,80,3,1,4,308,0,0,0,4,0,4,0.8,60,3,0,6.4,Getafe,2019/2020,URY,Uruguay
C.Rodriguez,29,Forward,177,92,0,6,6,63,0,0,0,0,0,0,0.2,76.5,0.5,0,6.16,Atletico Madrid,2014/2015,URY,Uruguay
C.Rodriguez,29,Defender,189,80,7,3,10,557,0,0,0,3,1,4,0.3,61.1,1,1,6.22,Getafe,2020/2021,URY,Uruguay
C.Rodriguez,30,Defender,189,80,2,0,2,47,0,0,0,1,1,2,0.5,73.3,0,0,5.89,Getafe,2021/2022,URY,Uruguay
C.Romero,21,Defender,173,62,0,1,1,16,0,0,0,0,0,0,1,85.7,0,0,6.32,Real Sociedad,2021/2022,ESP,Spain
C.Ronaldo,26,Forward,187,83,32,2,34,2913,40,11,51,2,0,2,7.4,75.7,1.4,12,8.35,Real Madrid,2010/2011,PRT,Portugal
C.Ronaldo,27,Forward,187,83,37,1,38,3354,46,12,58,4,0,4,6.9,80.6,0.8,11,8.28,Real Madrid,2011/2012,PRT,Portugal
C.Ronaldo,28,Forward,187,83,30,4,34,2721,34,10,44,9,0,9,6.9,76.7,1.6,11,8.15,Real Madrid,2012/2013,PRT,Portugal
C.Ronaldo,29,Forward,187,83,30,0,30,2545,31,9,40,4,1,5,7.2,80.2,1.8,10,8.27,Real Madrid,2013/2014,PRT,Portugal
C.Ronaldo,30,Forward,187,83,35,0,35,3099,48,16,64,5,1,6,6.4,80.7,1.7,17,8.49,Real Madrid,2014/2015,PRT,Portugal
C.Ronaldo,31,Forward,187,83,36,0,36,3185,35,11,46,3,0,3,6.3,79.4,1.6,8,7.99,Real Madrid,2015/2016,PRT,Portugal
C.Ronaldo,32,Forward,187,83,29,0,29,2544,25,6,31,4,0,4,5.6,80,1.2,4,7.61,Real Madrid,2016/2017,PRT,Portugal
C.Ronaldo,33,Forward,187,83,27,0,27,2293,26,5,31,1,0,1,6.6,81.6,1.3,7,7.94,Real Madrid,2017/2018,PRT,Portugal
C.Sanchez,28,Defender,182,80,24,6,30,2127,0,1,1,8,1,9,0.8,79.6,2.2,1,6.65,Elche,2013/2014,COL,Colombia
C.Sanchez,32,Defender,182,80,13,1,14,1123,0,0,0,3,0,3,0.3,82.3,1.9,0,6.68,Espanyol,2017/2018,COL,Colombia
C.Sanchez ,20,Midfielder,173,71,3,1,4,301,0,1,1,3,0,3,0.8,69.7,1.8,0,6.4,Sevilla,2015/2016,ESP,Spain
C.Sanchez ,27,Midfielder,173,71,0,2,2,41,0,0,0,1,0,1,0.5,76.9,0,0,6.11,Almeria,2022/2023,ESP,Spain
C.Santos,28,Forward,183,75,8,13,21,832,3,1,4,2,0,2,1,65.1,2.4,1,6.42,Deportivo Alaves,2016/2017,VEN,Venezuela
C.Santos,29,Forward,183,75,5,5,10,433,2,0,2,2,1,3,0.7,65.9,3.3,0,6.28,Deportivo Alaves,2017/2018,VEN,Venezuela
C.Sapunaru,28,Defender,187,81,29,0,29,2556,2,0,2,18,1,19,0.4,75,1.6,2,6.81,Real Zaragoza,2012/2013,ROU,Romania
C.Sapunaru,29,Defender,187,81,8,0,8,665,1,0,1,4,2,6,0.6,77.3,1.5,0,6.29,Elche,2013/2014,ROU,Romania
C.Selfa,22,Midfielder,182,78,0,1,1,31,0,0,0,0,0,0,0,100,0,0,6.01,Almeria,2014/2015,ESP,Spain
C.Soler,20,Midfielder,180,76,19,4,23,1725,3,1,4,4,1,5,1.2,86.1,0.4,1,6.66,Valencia,2016/2017,ESP,Spain
C.Soler,21,Midfielder,180,76,27,6,33,2376,1,4,5,4,0,4,1.4,85,0.3,0,6.68,Valencia,2017/2018,ESP,Spain
C.Soler,22,Midfielder,180,76,27,4,31,2466,2,6,8,9,0,9,1.3,79.5,0.8,1,6.77,Valencia,2018/2019,ESP,Spain
C.Soler,23,Midfielder,180,76,24,4,28,2075,2,0,2,4,0,4,0.6,80.5,0.7,0,6.39,Valencia,2019/2020,ESP,Spain
C.Soler,24,Midfielder,180,76,31,1,32,2737,11,8,19,7,0,7,1.2,85.8,0.6,4,7.05,Valencia,2020/2021,ESP,Spain
C.Soler,25,Midfielder,180,76,28,4,32,2485,11,5,16,4,0,4,1.3,74.4,0.4,1,6.93,Valencia,2021/2022,ESP,Spain
C.Soler,26,Midfielder,180,76,3,0,3,243,1,0,1,0,0,0,1.7,84.1,0.3,1,6.62,Valencia,2022/2023,ESP,Spain
C.Stuani,24,Forward,186,76,11,19,30,1266,8,2,10,5,0,5,1.1,71,0.9,1,6.52,Levante,2010/2011,URY,Uruguay
C.Stuani,25,Forward,186,76,24,8,32,2173,9,3,12,7,0,7,1.3,68.4,1.7,1,6.62,Racing Santander,2011/2012,URY,Uruguay
C.Stuani,26,Forward,186,76,21,11,32,2157,7,4,11,14,0,14,1.5,59.5,3.1,0,6.81,Espanyol,2012/2013,URY,Uruguay
C.Stuani,27,Forward,186,76,28,6,34,2574,6,2,8,5,1,6,1.5,55.4,5.5,1,6.94,Espanyol,2013/2014,URY,Uruguay
C.Stuani,28,Forward,186,76,15,22,37,1658,12,0,12,4,1,5,1.2,68.6,1.7,0,6.46,Espanyol,2014/2015,URY,Uruguay
C.Stuani,31,Forward,186,76,32,1,33,2723,21,0,21,8,0,8,2.2,66.7,3.6,3,7.03,Girona,2017/2018,URY,Uruguay
C.Stuani,32,Forward,186,76,30,2,32,2731,19,0,19,9,0,9,2.4,68.2,3.7,5,7.03,Girona,2018/2019,URY,Uruguay
C.Stuani,36,Forward,186,76,8,24,32,1078,9,0,9,8,0,8,1.1,74.4,0.7,0,6.33,Girona,2022/2023,URY,Uruguay
C.Tello,20,Midfielder,178,65,4,12,16,438,3,0,3,1,0,1,1.3,85.6,0,0,6.47,Barcelona,2011/2012,ESP,Spain
C.Tello,21,Midfielder,178,65,12,10,22,1176,7,4,11,0,0,0,1.5,84.8,0.1,1,7.06,Barcelona,2012/2013,ESP,Spain
C.Tello,22,Midfielder,178,65,2,19,21,380,1,2,3,0,0,0,1,83.6,0,0,6.32,Barcelona,2013/2014,ESP,Spain
C.Tello,26,Midfielder,178,65,16,16,32,1685,4,3,7,2,0,2,1.1,77.3,0.2,3,6.68,Real Betis,2017/2018,ESP,Spain
C.Tello,27,Midfielder,178,65,13,16,29,1560,4,6,10,4,0,4,1.2,85.5,0.1,1,6.78,Real Betis,2018/2019,ESP,Spain
C.Tello,28,Midfielder,178,65,5,22,27,772,2,0,2,1,0,1,0.7,79.7,0.1,0,6.21,Real Betis,2019/2020,ESP,Spain
