Player,Age,Position,CM,KG,Start,Sub,Game,Mins,Goals,Assists,G+A,Yel,Red,Yel+Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season,Nationality,Country
A.Abdennour,26,Defender,186,85,22,0,22,1853,0,0,0,4,0,4,0.3,83.2,1.9,0,6.88,Valencia,2015/2016,TUN,Tunisia
A.Abdennour,27,Defender,186,85,9,4,13,878,0,0,0,4,0,4,0.2,84,1.3,0,6.51,Valencia,2016/2017,TUN,Tunisia
A.Abeid,20,Defender,174,70,1,0,1,78,0,0,0,0,0,0,0,75,1,0,6.48,Levante,2017/2018,MTN,Mauritania
A.Aceves,19,Goalkeeper,190,0,0,1,1,12,0,0,0,0,0,0,0,80,1,0,6.61,Real Valladolid,2022/2023,ESP,Spain
A.Adan,23,Goalkeeper,190,86,2,1,3,260,0,0,0,0,0,0,0,55.9,0,0,6.79,Real Madrid,2010/2011,ESP,Spain
A.Adan,24,Goalkeeper,190,86,1,0,1,90,0,0,0,0,0,0,0,64.3,1,0,7.63,Real Madrid,2011/2012,ESP,Spain
A.Adan,25,Goalkeeper,190,86,3,0,3,186,0,0,0,0,1,1,0,68.6,0,0,6.22,Real Madrid,2012/2013,ESP,Spain
A.Adan,26,Goalkeeper,190,86,17,0,17,1524,0,0,0,1,0,1,0,46.8,0.8,0,6.56,Real Betis,2013/2014,ESP,Spain
A.Adan,28,Goalkeeper,190,86,36,0,36,3213,0,0,0,6,0,6,0,38.7,0.3,2,6.78,Real Betis,2015/2016,ESP,Spain
A.Adan,29,Goalkeeper,190,86,37,0,37,3330,0,0,0,5,0,5,0,52.7,0.3,1,6.78,Real Betis,2016/2017,ESP,Spain
A.Adan,30,Goalkeeper,190,86,30,0,30,2700,0,2,2,4,0,4,0,67.4,0.2,2,6.59,Real Betis,2017/2018,ESP,Spain
A.Adan,31,Goalkeeper,190,86,2,0,2,91,0,0,0,1,0,1,0,50,0,0,6.47,Atletico Madrid,2018/2019,ESP,Spain
A.Adan,32,Goalkeeper,190,86,0,1,1,24,0,0,0,0,0,0,0,60,0,0,6.11,Atletico Madrid,2019/2020,ESP,Spain
A.Aduriz,30,Forward,181,77,20,9,29,1856,10,2,12,6,1,7,1.7,73.5,3.2,2,6.92,Valencia,2010/2011,ESP,Spain
A.Aduriz,31,Forward,181,77,11,18,29,1286,7,1,8,5,1,6,1.9,69.6,2.1,1,6.67,Valencia,2011/2012,ESP,Spain
A.Aduriz,32,Forward,181,77,33,3,36,2594,14,6,20,11,1,12,2.3,72.5,2.6,2,6.89,Athletic Bilbao,2012/2013,ESP,Spain
A.Aduriz,33,Forward,181,77,26,5,31,2410,15,7,22,6,2,8,2.6,61.7,5.6,7,7.32,Athletic Bilbao,2013/2014,ESP,Spain
A.Aduriz,34,Forward,181,77,30,1,31,2586,18,4,22,12,0,12,2.8,59.5,6,5,7.37,Athletic Bilbao,2014/2015,ESP,Spain
A.Aduriz,35,Forward,181,77,30,4,34,2776,20,6,26,9,0,9,2.7,60.6,4.8,6,7.37,Athletic Bilbao,2015/2016,ESP,Spain
A.Aduriz,36,Forward,181,77,27,5,32,2431,16,1,17,8,1,9,2.7,62.5,4.4,5,7.14,Athletic Bilbao,2016/2017,ESP,Spain
A.Aduriz,37,Forward,181,77,21,12,33,2150,9,1,10,5,0,5,1.8,67.3,3.3,1,6.69,Athletic Bilbao,2017/2018,ESP,Spain
A.Aduriz,38,Forward,181,77,10,10,20,941,2,0,2,4,0,4,1,62.3,2.7,0,6.25,Athletic Bilbao,2018/2019,ESP,Spain
A.Aduriz,39,Forward,181,77,0,14,14,194,1,0,1,3,0,3,0.5,57.1,1.5,0,6.18,Athletic Bilbao,2019/2020,ESP,Spain
A.Afif,20,Forward,176,70,2,7,9,231,0,0,0,2,0,2,0.1,77.3,0.3,0,6.26,Sporting Gijon,2016/2017,QAT,Qatar
A.Aguado,26,Midfielder,174,66,18,16,34,1887,1,2,3,3,0,3,0.6,85.2,0.4,0,6.46,Real Valladolid,2022/2023,ESP,Spain
A.Aguilar,26,Midfielder,185,82,33,1,34,2871,0,0,0,11,1,12,1,79,3,2,6.97,Hercules,2010/2011,COL,Colombia
A.Aguilar,28,Midfielder,185,82,27,1,28,2414,3,3,6,12,1,13,1.5,81.7,2.5,0,7.08,Deportivo La Coruna,2012/2013,COL,Colombia
A.Aguirre,22,Forward,180,74,0,1,1,8,0,0,0,0,0,0,0,100,0,0,5.98,Rayo Vallecano,2021/2022,ESP,Spain
A.Aketxe,21,Forward,174,69,3,5,8,294,1,1,2,1,0,1,0.8,82.1,0.1,0,6.61,Athletic Bilbao,2014/2015,ESP,Spain
A.Aketxe,22,Forward,174,69,2,1,3,186,0,0,0,0,0,0,1.3,78.9,1.3,0,6.78,Athletic Bilbao,2015/2016,ESP,Spain
A.Aketxe,24,Forward,174,69,0,3,3,34,0,0,0,1,0,1,0.7,88.6,0,0,6.09,Athletic Bilbao,2017/2018,ESP,Spain
A.Alarcon,18,Midfielder,175,0,0,4,4,23,0,0,0,0,0,0,0.3,71.4,0,0,6.03,Barcelona,2022/2023,ESP,Spain
A.Alcaraz,33,Defender,187,81,6,0,6,540,1,0,1,2,0,2,0.3,72.9,2.8,1,7.16,Las Palmas,2015/2016,PAR,Paraguay
A.Alegria,24,Forward,190,82,15,10,25,1435,3,2,5,2,0,2,1.8,69.4,2.9,1,6.55,Real Betis,2016/2017,ESP,Spain
A.Alegria,25,Forward,190,82,8,1,9,632,0,0,0,1,0,1,1.6,68.9,3,0,6.35,Levante,2017/2018,ESP,Spain
A.Alegria,26,Forward,190,82,0,9,9,132,0,0,0,0,0,0,0.3,68.8,0.7,0,6.11,Rayo Vallecano,2018/2019,ESP,Spain
A.Alegria,27,Forward,190,82,0,6,6,103,0,0,0,0,0,0,0,65.6,1.7,0,6.11,Mallorca,2019/2020,ESP,Spain
A.Alfaro,20,Midfielder,183,0,0,1,1,14,0,0,0,0,0,0,0,100,0,0,5.95,Elche,2022/2023,ESP,Spain
A.Alfaro,24,Midfielder,175,72,8,12,20,719,2,1,3,1,0,1,1.3,81.9,0.6,0,6.41,Sevilla,2010/2011,ESP,Spain
A.Alfaro,25,Midfielder,175,72,13,16,29,1260,2,1,3,2,0,2,1.3,75.6,0.6,1,6.49,Mallorca,2011/2012,ESP,Spain
A.Alfaro,26,Midfielder,175,72,13,14,27,1306,6,2,8,1,0,1,1.3,80.2,0.7,1,6.5,Mallorca,2012/2013,ESP,Spain
A.Algobia,23,Midfielder,180,78,11,15,26,1130,0,0,0,3,0,3,0.3,81.7,0.3,0,6.21,Getafe,2022/2023,ESP,Spain
A.Almeida,22,Midfielder,176,62,29,5,34,2552,2,4,6,3,0,3,0.7,84.9,0.4,1,6.84,Valencia,2022/2023,PRT,Portugal
A.Amaya,28,Defender,192,86,9,3,12,936,0,0,0,4,0,4,0.2,80.2,2.3,0,7.01,Real Betis,2011/2012,ESP,Spain
A.Amaya,29,Defender,192,86,26,2,28,2428,0,0,0,6,2,8,0.4,78,3.4,0,7,Real Betis,2012/2013,ESP,Spain
A.Amaya,30,Defender,192,86,22,2,24,2027,1,1,2,9,1,10,1,72.3,4.3,4,7.21,Real Betis,2013/2014,ESP,Spain
A.Amaya,31,Defender,192,86,19,0,19,1592,1,0,1,6,0,6,0.3,81.3,3,1,7.15,Rayo Vallecano,2014/2015,ESP,Spain
A.Amaya,32,Defender,192,86,10,7,17,1030,1,0,1,4,1,5,0.2,75.1,2.4,0,6.5,Rayo Vallecano,2015/2016,ESP,Spain
A.Annan,26,Defender,175,64,5,1,6,386,0,0,0,1,0,1,0.2,84.3,1.8,0,6.65,Osasuna,2012/2013,GHA,Ghana
A.Aquilani,33,Midfielder,185,81,15,6,21,1298,0,0,0,4,0,4,0.6,84,0.6,0,6.47,Las Palmas,2017/2018,ITA,Italy
A.Arambarri,23,Defender,186,76,0,1,1,25,0,0,0,0,0,0,0,80,1,0,6.12,Real Sociedad,2020/2021,ESP,Spain
A.Arbeloa,28,Defender,184,79,20,6,26,1849,0,1,1,5,1,6,0.2,87.1,0.8,0,7.13,Real Madrid,2010/2011,ESP,Spain
A.Arbeloa,29,Defender,184,79,26,0,26,2226,0,3,3,9,0,9,0.2,89.1,0.7,1,7.18,Real Madrid,2011/2012,ESP,Spain
A.Arbeloa,30,Defender,184,79,25,1,26,2081,0,2,2,6,0,6,0.2,86.6,1.6,1,7.03,Real Madrid,2012/2013,ESP,Spain
A.Arbeloa,31,Defender,184,79,14,4,18,1322,0,0,0,7,0,7,0.1,91.6,1,0,6.83,Real Madrid,2013/2014,ESP,Spain
A.Arbeloa,32,Defender,184,79,12,10,22,1107,1,5,6,7,0,7,0.1,89.2,1,1,6.81,Real Madrid,2014/2015,ESP,Spain
A.Arbeloa,33,Defender,184,79,2,4,6,258,0,0,0,1,0,1,0,85,2,0,6.73,Real Madrid,2015/2016,ESP,Spain
A.Arbilla,25,Defender,178,76,8,3,11,789,0,0,0,1,0,1,0.6,81.1,1.4,0,6.75,Rayo Vallecano,2012/2013,ESP,Spain
A.Arbilla,26,Defender,178,76,26,4,30,2384,1,0,1,9,0,9,0.5,83.1,2.1,1,6.94,Rayo Vallecano,2013/2014,ESP,Spain
A.Arbilla,27,Defender,178,76,25,3,28,2230,1,1,2,9,1,10,0.9,73.7,1.8,2,7.06,Espanyol,2014/2015,ESP,Spain
A.Arbilla,28,Defender,178,76,7,0,7,630,0,0,0,3,0,3,1,78.6,1.3,0,6.85,Espanyol,2015/2016,ESP,Spain
A.Arbilla,29,Defender,178,76,17,5,22,1573,0,2,2,5,0,5,0.4,70.7,2.2,0,6.96,Eibar,2016/2017,ESP,Spain
A.Arbilla,30,Defender,178,76,26,3,29,2411,2,1,3,8,0,8,0.6,80.1,1.5,1,6.85,Eibar,2017/2018,ESP,Spain
A.Arbilla,31,Defender,178,76,30,4,34,2803,0,1,1,8,0,8,0.8,75.8,2,1,6.65,Eibar,2018/2019,ESP,Spain
A.Arbilla,32,Defender,178,76,22,2,24,2007,1,0,1,5,0,5,0.6,72.7,2.3,0,6.58,Eibar,2019/2020,ESP,Spain
A.Arbilla,33,Defender,178,76,30,4,34,2803,0,1,1,8,0,8,0.8,75.8,2,1,6.65,Eibar,2020/2021,ESP,Spain
A.Areola,23,Goalkeeper,195,94,32,0,32,2880,0,0,0,1,0,1,0,46.7,0.6,3,7.09,Villarreal,2015/2016,FRA,France
A.Areola,27,Goalkeeper,195,94,4,0,4,360,0,0,0,1,0,1,0,80.4,0.3,0,6.59,Real Madrid,2019/2020,FRA,France
A.Arribas,22,Defender,182,76,34,0,34,2997,1,1,2,17,0,17,0.5,68.6,1.3,3,6.95,Rayo Vallecano,2011/2012,ESP,Spain
A.Arribas,23,Defender,182,76,32,2,34,2746,2,0,2,10,3,13,0.6,69.2,2.7,2,7.01,Osasuna,2012/2013,ESP,Spain
A.Arribas,24,Defender,182,76,36,0,36,3198,1,1,2,9,1,10,0.8,78.5,2.7,0,7.1,Osasuna,2013/2014,ESP,Spain
A.Arribas,25,Defender,182,76,10,1,11,866,0,1,1,4,0,4,0.4,77.2,2.2,0,6.85,Sevilla,2014/2015,ESP,Spain
A.Arribas,26,Defender,182,76,31,0,31,2737,2,0,2,9,1,10,0.4,73.7,2.7,1,6.92,Deportivo La Coruna,2015/2016,ESP,Spain
A.Arribas,27,Defender,182,76,20,3,23,1907,0,0,0,7,0,7,0.6,77,1.4,0,6.73,Deportivo La Coruna,2016/2017,ESP,Spain
A.Arribas,28,Defender,182,76,3,0,3,270,0,0,0,0,0,0,0.7,83.9,0.7,0,6.06,Deportivo La Coruna,2017/2018,ESP,Spain
A.Arroyo,23,Defender,180,71,3,1,4,254,0,0,0,0,0,0,0,64.6,1,0,6.77,Getafe,2011/2012,ESP,Spain
A.Arroyo,25,Defender,180,71,16,1,17,1448,1,0,1,5,0,5,0.2,64.1,2.1,0,6.85,Getafe,2013/2014,ESP,Spain
A.Arroyo,26,Defender,180,71,10,2,12,892,0,0,0,3,0,3,0.3,75.8,0.9,0,6.43,Getafe,2014/2015,ESP,Spain
A.Artiles,24,Defender,184,79,17,2,19,1520,2,0,2,5,0,5,0.4,77.8,1.2,1,6.71,Deportivo La Coruna,2010/2011,ESP,Spain
A.Artiles,26,Defender,184,79,24,2,26,2174,0,1,1,10,0,10,0.5,80.6,2.1,2,6.98,Deportivo La Coruna,2012/2013,ESP,Spain
A.Artiles,29,Defender,184,79,30,1,31,2643,0,1,1,9,2,11,0.3,83.1,2.9,2,6.98,Las Palmas,2015/2016,ESP,Spain
A.Artiles,30,Defender,184,79,9,3,12,837,0,0,0,4,1,5,0.3,86.4,1.4,0,6.17,Las Palmas,2016/2017,ESP,Spain
A.Artiles,31,Defender,184,79,2,1,3,183,0,0,0,0,0,0,0,85.3,1.7,0,6.59,Las Palmas,2017/2018,ESP,Spain
A.Ba,24,Defender,197,82,20,0,20,1620,0,0,0,10,0,10,0.4,77.9,3,0,6.91,Rayo Vallecano,2014/2015,SEN,Senegal
A.Ba,28,Defender,197,82,25,1,26,2113,1,0,1,4,2,6,0.3,82.4,2.7,1,6.78,Rayo Vallecano,2018/2019,SEN,Senegal
A.Baba,25,Defender,180,72,2,0,2,109,0,0,0,1,0,1,0.5,62.9,0.5,0,6.24,Mallorca,2019/2020,GHA,Ghana
A.Baena,18,Forward,175,70,0,1,1,13,0,0,0,0,0,0,0,100,0,0,6.07,Villarreal,2019/2020,ESP,Spain
A.Baena,19,Forward,175,70,2,4,6,137,0,0,0,0,0,0,0.3,84.3,0,0,6.23,Villarreal,2020/2021,ESP,Spain
A.Baena,21,Forward,175,70,19,16,35,1947,6,2,8,11,1,12,1.8,81.6,0.1,2,6.59,Villarreal,2022/2023,ESP,Spain
A.Balde,18,Defender,175,69,2,3,5,188,0,0,0,0,0,0,0.2,95.7,0,0,6.14,Barcelona,2021/2022,ESP,Spain
A.Balde,19,Defender,175,69,30,3,33,2477,1,6,7,4,0,4,0.6,91.1,0.6,1,6.9,Barcelona,2022/2023,ESP,Spain
A.Barrada,22,Midfielder,179,73,25,7,32,2171,4,1,5,4,1,5,0.9,71.7,0.8,2,6.9,Getafe,2011/2012,MAR,Morocco
A.Barrada,23,Midfielder,179,73,30,2,32,2591,4,6,10,4,1,5,1.3,74.8,1.4,4,7.07,Getafe,2012/2013,MAR,Morocco
A.Barragan,24,Defender,182,76,15,3,18,1422,0,0,0,6,0,6,0.4,79.9,1,0,6.87,Valencia,2011/2012,ESP,Spain
A.Barragan,25,Defender,182,76,9,5,14,921,0,0,0,4,0,4,0.4,80.4,0.9,0,6.67,Valencia,2012/2013,ESP,Spain
A.Barragan,26,Defender,182,76,17,3,20,1492,0,4,4,1,2,3,0.3,79.9,1.2,0,6.88,Valencia,2013/2014,ESP,Spain
A.Barragan,27,Defender,182,76,32,2,34,2846,1,2,3,8,0,8,0.1,81.4,1.1,0,7.01,Valencia,2014/2015,ESP,Spain
A.Barragan,28,Defender,182,76,19,5,24,1660,0,0,0,5,1,6,0,79.9,1,0,6.56,Valencia,2015/2016,ESP,Spain
A.Barragan,30,Defender,182,76,28,1,29,2377,0,6,6,7,0,7,0.3,83.7,1.6,2,6.77,Real Betis,2017/2018,ESP,Spain
A.Barragan,31,Defender,182,76,12,2,14,937,0,0,0,4,0,4,0.1,86,0.8,0,6.29,Real Betis,2018/2019,ESP,Spain
A.Barragan,32,Defender,182,76,8,5,13,641,0,1,1,4,0,4,0.2,86.7,0.5,0,6.4,Real Betis,2019/2020,ESP,Spain
A.Barragan,33,Defender,182,76,26,1,27,2239,0,3,3,8,0,8,0.2,85.7,1.2,0,6.53,Elche,2020/2021,ESP,Spain
A.Barragan,34,Defender,182,76,12,4,16,1023,0,0,0,5,0,5,0.1,82.5,0.5,0,6.24,Elche,2021/2022,ESP,Spain
A.Barrenetxea,17,Midfielder,178,75,5,4,9,399,1,0,1,0,0,0,0.6,78.1,0.2,1,6.56,Real Sociedad,2018/2019,ESP,Spain
A.Barrenetxea,18,Midfielder,178,75,3,14,17,434,1,0,1,1,0,1,0.9,79.4,0.2,0,6.38,Real Sociedad,2019/2020,ESP,Spain
A.Barrenetxea,19,Midfielder,178,75,13,18,31,1300,3,0,3,7,0,7,0.7,74.8,0.1,1,6.42,Real Sociedad,2020/2021,ESP,Spain
A.Barrenetxea,20,Midfielder,178,75,6,5,11,549,1,1,2,0,0,0,0.7,73.3,0.4,0,6.54,Real Sociedad,2021/2022,ESP,Spain
A.Barrenetxea,21,Midfielder,178,75,9,14,23,874,3,1,4,4,0,4,0.8,77.2,0.5,0,6.64,Real Sociedad,2022/2023,ESP,Spain
A.Barrera,24,Midfielder,190,78,0,5,5,57,0,0,0,0,0,0,0.4,72.4,0.6,0,6.15,Sporting Gijon,2015/2016,ESP,Spain
A.Bastida,16,Midfielder,170,0,0,1,1,34,0,0,0,0,0,0,0,50,1,0,5.95,Cadiz,2020/2021,ESP,Spain
A.Bastida,17,Midfielder,170,0,2,4,6,195,0,0,0,1,0,1,0,77.4,0.2,0,6.13,Cadiz,2021/2022,ESP,Spain
A.Benitez,30,Midfielder,179,75,20,11,31,1834,2,0,2,10,0,10,1.1,78.3,1.2,0,6.57,Girona,2017/2018,ESP,Spain
A.Benitez,31,Midfielder,179,75,8,2,10,647,0,2,2,2,0,2,0.9,80.8,0.3,0,6.58,Girona,2018/2019,ESP,Spain
A.Berenguer,21,Defender,175,73,22,7,29,2119,1,6,7,3,0,3,0.6,65.8,0.9,4,6.89,Osasuna,2016/2017,ESP,Spain
A.Berenguer,25,Defender,175,73,27,8,35,2289,8,4,12,4,0,4,1.4,75.3,0.7,2,6.83,Athletic Bilbao,2020/2021,ESP,Spain
A.Berenguer,26,Defender,175,73,24,10,34,2174,3,6,9,8,0,8,1.4,71.5,1.5,3,6.78,Athletic Bilbao,2021/2022,ESP,Spain
A.Berenguer,27,Defender,175,73,26,11,37,2304,4,1,5,2,0,2,1.5,74.8,0.9,2,6.74,Athletic Bilbao,2022/2023,ESP,Spain
A.Bergantinos,27,Midfielder,177,72,22,7,29,2058,1,1,2,4,0,4,0.9,80.4,1.5,2,6.81,Deportivo La Coruna,2012/2013,ESP,Spain
A.Bergantinos,29,Midfielder,177,72,29,3,32,2628,0,1,1,5,0,5,0.4,78.4,1.6,1,6.78,Deportivo La Coruna,2014/2015,ESP,Spain
A.Bergantinos,30,Midfielder,177,72,20,2,22,1750,2,1,3,3,0,3,0.7,77.4,1.6,0,6.82,Deportivo La Coruna,2015/2016,ESP,Spain
A.Bergantinos,31,Midfielder,177,72,6,2,8,552,1,0,1,2,0,2,0.4,86.5,1.1,0,6.55,Deportivo La Coruna,2016/2017,ESP,Spain
A.Blanco,20,Midfielder,175,70,0,2,2,14,0,0,0,0,0,0,0,66.7,0,0,5.99,Deportivo Alaves,2018/2019,ESP,Spain
A.Blanco,20,Defender,176,70,2,2,4,218,0,0,0,0,0,0,0.5,93.4,0,0,6.73,Real Madrid,2020/2021,ESP,Spain
A.Blanco,21,Defender,176,70,0,1,1,31,0,0,0,0,0,0,0,90,0,0,6.7,Real Madrid,2021/2022,ESP,Spain
A.Blanco,22,Midfielder,175,70,6,7,13,580,1,0,1,1,0,1,0.5,77.8,0.2,0,6.26,Valencia,2020/2021,ESP,Spain
A.Blanco,22,Defender,176,70,2,1,3,159,0,0,0,0,0,0,0,93.4,1,0,6.18,Cadiz,2022/2023,ESP,Spain
A.Blesa,18,Midfielder,180,0,0,1,1,1,0,0,0,0,0,0,0,60,0,0,6.04,Levante,2019/2020,ESP,Spain
A.Blesa,19,Midfielder,180,0,0,1,1,10,0,0,0,0,0,0,0,100,0,0,6,Levante,2020/2021,ESP,Spain
A.Boka,31,Defender,166,65,18,5,23,1699,0,1,1,2,0,2,1,75.9,0.5,0,6.71,Malaga,2014/2015,CIV,Ivory Coast
A.Boka,32,Defender,166,65,12,2,14,1049,0,0,0,3,1,4,0.5,78.2,0.9,0,6.65,Malaga,2015/2016,CIV,Ivory Coast
A.Botia,22,Defender,189,89,27,1,28,2441,1,0,1,12,1,13,0.5,72.6,0.9,1,6.81,Sporting Gijon,2010/2011,ESP,Spain
A.Botia,23,Defender,189,89,33,1,34,2965,1,0,1,16,0,16,0.3,66.7,1.4,1,6.92,Sporting Gijon,2011/2012,ESP,Spain
A.Botia,24,Defender,189,89,14,4,18,1358,1,0,1,11,0,11,0.3,78.5,0.9,0,6.58,Sevilla,2012/2013,ESP,Spain
A.Botia,25,Defender,189,89,33,0,33,2878,0,1,1,15,1,16,0.3,76.7,1.7,1,6.8,Elche,2013/2014,ESP,Spain
A.Bravo,23,Midfielder,181,0,0,1,1,14,0,0,0,0,0,0,0,88.9,1,0,6.22,Granada,2020/2021,ESP,Spain
A.Brignoli,25,Goalkeeper,188,79,0,1,1,61,0,0,0,0,0,0,0,55,0,0,5.74,Leganes,2016/2017,ITA,Italy
A.Budimir,28,Forward,190,75,33,2,35,2782,13,2,15,12,0,12,1.6,64,4.7,3,6.92,Mallorca,2019/2020,CRO,Croatia
A.Budimir,29,Forward,190,75,18,12,30,1622,11,0,11,3,0,3,1.6,60.1,4.5,4,6.79,Osasuna,2020/2021,CRO,Croatia
A.Budimir,30,Forward,190,75,20,8,28,1741,8,2,10,3,0,3,1.6,58,3.9,2,6.76,Osasuna,2021/2022,CRO,Croatia
A.Budimir,31,Forward,190,75,22,9,31,1811,8,0,8,5,0,5,1.9,61.9,3.2,2,6.7,Osasuna,2022/2023,CRO,Croatia
A.Bunuel,19,Defender,173,70,10,5,15,1029,0,0,0,3,0,3,0.4,67.8,0.3,0,6.46,Osasuna,2016/2017,ESP,Spain
A.Butzke,22,Forward,193,72,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,Granada,2021/2022,ESP,Spain
A.Cabrera,31,Forward,172,64,0,2,2,35,0,0,0,0,0,0,0.5,77.8,0,0,5.96,Mallorca,2019/2020,ESP,Spain
A.Callens,30,Defender,185,82,0,6,6,117,0,0,0,1,0,1,0,84.3,0,0,6.16,Girona,2022/2023,PER,Peru
A.Cantalapiedra,21,Forward,177,67,0,1,1,3,0,0,0,0,0,0,0,0,0,0,6,Villarreal,2016/2017,ESP,Spain
A.Cantero,20,Forward,182,72,3,1,4,239,0,0,0,1,0,1,0.8,67.6,0.8,0,6.31,Levante,2020/2021,ESP,Spain
A.Cantero,21,Forward,182,72,4,21,25,597,0,1,1,1,0,1,0.6,68.3,0.1,0,6.12,Levante,2021/2022,ESP,Spain
A.Capa,23,Defender,175,75,27,7,34,2420,3,1,4,6,0,6,1,62.8,1.1,1,6.51,Eibar,2014/2015,ESP,Spain
A.Capa,24,Defender,175,75,34,2,36,3122,2,5,7,12,0,12,0.4,62.9,0.9,1,6.94,Eibar,2015/2016,ESP,Spain
A.Capa,25,Defender,175,75,29,2,31,2553,0,3,3,8,1,9,0.3,63.7,0.8,0,6.87,Eibar,2016/2017,ESP,Spain
A.Capa,26,Defender,175,75,25,8,33,2248,0,1,1,4,0,4,0.2,72.9,0.8,0,6.6,Eibar,2017/2018,ESP,Spain
A.Capa,27,Defender,175,75,17,8,25,1637,0,0,0,9,0,9,0.4,73.7,1.2,0,6.6,Athletic Bilbao,2018/2019,ESP,Spain
A.Capa,28,Defender,175,75,32,3,35,2875,3,4,7,10,0,10,0.5,75.1,1.3,2,6.88,Athletic Bilbao,2019/2020,ESP,Spain
A.Capa,29,Defender,175,75,25,3,28,2141,2,1,3,5,0,5,0.4,76,0.8,0,6.64,Athletic Bilbao,2020/2021,ESP,Spain
A.Capa,30,Defender,175,75,0,1,1,3,0,0,0,0,0,0,1,50,0,0,6.01,Athletic Bilbao,2021/2022,ESP,Spain
A.Capa,31,Defender,175,75,1,6,7,104,0,0,0,1,0,1,0,84.4,0.6,0,6.16,Athletic Bilbao,2022/2023,ESP,Spain
A.Carmona,21,Forward,172,70,0,3,3,52,0,0,0,1,0,1,0,66.7,0,0,6,Real Zaragoza,2012/2013,ESP,Spain
A.Catena,24,Defender,194,82,2,0,2,177,0,0,0,1,0,1,1.5,85.9,3,0,6.81,Rayo Vallecano,2018/2019,ESP,Spain
A.Catena,27,Defender,194,82,36,0,36,3240,2,2,4,8,0,8,0.6,81.3,3.4,1,6.8,Rayo Vallecano,2021/2022,ESP,Spain
A.Catena,28,Defender,194,82,35,0,35,3105,1,1,2,12,1,13,0.4,82.9,2.3,0,6.61,Rayo Vallecano,2022/2023,ESP,Spain
A.Cejudo,27,Midfielder,179,74,13,0,13,1029,2,2,4,2,0,2,2.3,74.4,0.9,2,7.47,Osasuna,2010/2011,ESP,Spain
A.Cejudo,28,Midfielder,179,74,28,6,34,2387,4,7,11,4,1,5,1.6,71.4,0.7,5,7.26,Osasuna,2011/2012,ESP,Spain
A.Cejudo,29,Midfielder,179,74,25,7,32,2010,3,5,8,3,0,3,2.1,65.7,0.8,1,6.87,Osasuna,2012/2013,ESP,Spain
A.Cejudo,30,Midfielder,179,74,27,3,30,2059,2,3,5,4,1,5,1.7,76.7,0.5,0,6.76,Osasuna,2013/2014,ESP,Spain
A.Cejudo,32,Midfielder,179,74,21,9,30,1877,1,2,3,10,0,10,1.2,71.6,0.7,0,6.73,Real Betis,2015/2016,ESP,Spain
A.Cejudo,33,Midfielder,179,74,6,11,17,806,1,1,2,9,0,9,0.9,78.1,0.6,0,6.54,Real Betis,2016/2017,ESP,Spain
A.Centelles,23,Defender,185,73,12,4,16,1124,1,2,3,0,1,1,0.3,75.9,0.4,0,6.59,Almeria,2022/2023,ESP,Spain
A.Cerci,27,Midfielder,178,78,0,6,6,114,0,0,0,0,1,1,1,91.2,0.2,0,5.92,Atletico Madrid,2014/2015,ITA,Italy
A.Cerci,29,Midfielder,178,78,0,1,1,14,0,0,0,0,0,0,0,50,1,0,6.24,Atletico Madrid,2016/2017,ITA,Italy
A.Christensen,26,Defender,187,82,22,1,23,1767,1,1,2,2,0,2,0.4,94,1.8,0,6.82,Barcelona,2022/2023,DEN,Denmark
A.Cifuentes,41,Goalkeeper,189,80,2,0,2,180,0,0,0,0,0,0,0,36.9,0,0,6.31,Cadiz,2020/2021,ESP,Spain
A.Cissokho,25,Defender,181,75,18,7,25,1687,2,2,4,6,1,7,0.4,79.2,1.4,1,6.87,Valencia,2012/2013,FRA,France
A.Coeff,22,Defender,185,71,8,5,13,770,0,0,0,1,0,1,0,81.3,1.2,0,6.51,Granada,2013/2014,FRA,France
A.Collado,19,Forward,177,66,0,1,1,84,0,0,0,0,0,0,2,83.3,0,0,5.96,Barcelona,2018/2019,ESP,Spain
A.Collado,20,Forward,177,66,0,1,1,5,0,0,0,0,0,0,0,90,1,0,6.1,Barcelona,2019/2020,ESP,Spain
A.Collado,22,Forward,177,66,13,4,17,1027,2,1,3,1,0,1,1,81.2,0.4,1,6.58,Granada,2021/2022,ESP,Spain
A.Collado,23,Forward,177,66,8,7,15,725,1,1,2,1,0,1,1.1,84.4,0.3,1,6.62,Elche,2022/2023,ESP,Spain
A.Colunga,26,Forward,169,64,22,7,29,1857,7,0,7,1,0,1,2.4,76.7,0.2,0,6.54,Getafe,2010/2011,ESP,Spain
A.Colunga,27,Forward,169,64,0,4,4,110,0,0,0,0,0,0,1,70.8,0,0,6.15,Getafe,2011/2012,ESP,Spain
A.Colunga,27,Forward,169,64,13,4,17,1095,3,2,5,2,0,2,2.1,71.4,0.1,1,6.78,Sporting Gijon,2011/2012,ESP,Spain
A.Colunga,28,Forward,169,64,15,7,22,1278,6,6,12,4,0,4,2,64.5,0.4,2,6.76,Getafe,2012/2013,ESP,Spain
A.Colunga,29,Forward,169,64,16,10,26,1419,4,1,5,4,0,4,1.8,70.1,0.6,0,6.5,Getafe,2013/2014,ESP,Spain
